ImageName,Label,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta1_Lambda1_LocalEnergy,Theta1_Lambda1_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude
40.png,3360,31113,31702,33913,33089,27603,31113,31702,33913,33089,27603,30932,27462,25806,30699,29459,30031,32269,46137,57958,734009,29210,30545,47498,63365,738519,2840193,2830818,2821963,2827325,2838117,2840193,2830818,2821963,2827325,2838117,2838094,2828142,2820116,2824981,2835699,2842325,2833891,2816419,1589734,1678003,2842896,2834571,2816622,1589341,1677651
47.png,3360,33834,33281,35440,33172,33098,33834,33281,35440,33172,33098,33721,28458,31086,28887,32046,32229,33732,50187,49883,783887,34220,33751,55001,53643,784343,3033364,3022045,3012828,3018458,3030668,3033364,3022045,3012828,3018458,3030668,3032467,3020432,3011806,3017137,3029474,3036187,3025894,3006777,1698129,1792323,3038550,3028539,3007535,1697233,1791433
7.png,3360,36147,24191,27892,21944,42680,36147,24191,27892,21944,42680,35531,21670,25524,21182,41827,25101,25151,47989,37200,865776,25732,26105,53266,38585,869352,3371729,3358605,3351798,3356180,3367514,3371729,3358605,3351798,3356180,3367514,3369297,3356024,3350030,3353848,3364825,3374753,3360579,3344569,1893974,1998444,3378070,3364179,3345370,1893123,1997634
21.png,3360,37466,25050,27178,20583,48475,37466,25050,27178,20583,48475,40217,28714,30221,20885,48369,26122,28412,65062,45883,855987,26107,27549,64085,45058,856663,3295472,3279212,3272058,3276555,3289949,3295472,3279212,3272058,3276555,3289949,3298761,3282562,3274471,3279627,3293521,3305168,3288034,3266686,1849067,1951053,3304671,3287599,3266035,1848766,1950737
66.png,3360,31385,22581,24783,20168,41127,31385,22581,24783,20168,41127,34955,24651,26176,18870,40029,23688,23321,49271,36037,830776,23132,25481,56897,37898,831499,3218955,3206319,3200439,3204276,3214645,3218955,3206319,3200439,3204276,3214645,3219527,3206673,3200728,3204458,3215283,3223220,3209921,3194639,1808453,1908288,3227622,3214241,3195387,1806886,1906767
87.png,3360,34565,23801,27465,21215,41594,34565,23801,27465,21215,41594,34606,21075,24263,19750,40008,24564,25759,51785,37447,852401,23630,24495,47791,36218,850146,3308903,3296101,3289301,3293723,3304806,3308903,3296101,3289301,3293723,3304806,3305900,3292565,3286615,3290368,3301414,3314286,3300447,3282243,1857679,1960219,3311992,3298297,3282009,1858326,1960842
84.png,3360,34565,23801,27465,21215,41594,34565,23801,27465,21215,41594,34606,21075,24263,19750,40008,24564,25759,51785,37447,852401,23630,24495,47791,36218,850146,3308903,3296101,3289301,3293723,3304806,3308903,3296101,3289301,3293723,3304806,3305900,3292565,3286615,3290368,3301414,3314286,3300447,3282243,1857679,1960219,3311992,3298297,3282009,1858326,1960842
91.png,3360,31308,31503,31686,32866,31244,31308,31503,31686,32866,31244,34638,28628,28499,29390,34474,33836,35580,55710,69510,788059,31301,35003,46237,66950,786466,3042050,3031199,3022092,3027820,3039402,3042050,3031199,3022092,3027820,3039402,3041134,3029908,3021909,3027070,3038202,3047290,3037470,3016992,1702492,1797019,3044637,3034357,3016211,1703452,1797926
73.png,3360,30495,18893,22766,18636,36853,30495,18893,22766,18636,36853,33519,22903,26181,18918,36761,21010,22566,45941,32159,781615,22432,23278,48875,33021,785379,3039881,3028205,3023184,3026348,3035877,3039881,3028205,3023184,3026348,3035877,3043027,3031423,3025547,3029266,3039329,3046028,3033558,3019037,1708735,1803049,3047584,3035238,3019199,1708379,1802715
72.png,3360,53341,32684,39489,30339,62593,53341,32684,39489,30339,62593,53257,30630,37665,29289,61888,35742,36410,73302,58239,1092628,35439,38234,78511,59804,1092441,4223503,4202282,4191493,4198403,4216677,4223503,4202282,4191493,4198403,4216677,4221195,4199992,4190033,4196369,4214156,4230276,4207802,4181044,2369417,2499822,4232867,4210188,4181241,2368340,2498769
83.png,3360,35635,29571,36524,30541,37995,35635,29571,36524,30541,37995,36698,28084,30111,28955,47299,34497,40100,73577,74342,862109,35853,37449,66514,75127,866329,3310933,3297313,3285714,3294021,3307251,3310933,3297313,3285714,3294021,3307251,3300202,3278514,3270699,3275729,3292647,3315603,3301688,3271399,1847054,1949369,3313235,3299465,3271360,1848257,1950603
96.png,3360,32642,22178,24416,18018,36699,32642,22178,24416,18018,36699,28799,18191,21047,18513,36852,22500,23439,47055,32957,782983,21609,21521,40659,30839,779143,3042290,3031142,3025388,3029016,3038781,3042290,3031142,3025388,3029016,3038781,3039859,3028775,3023671,3026991,3036072,3047786,3036215,3020081,1708453,1802845,3044301,3032375,3019281,1709461,1803801
67.png,3360,56766,45671,50276,45045,68084,56766,45671,50276,45045,68084,57367,41082,49872,45318,67279,56299,57912,119413,120776,1126818,57604,59046,123692,119101,1128087,4219444,4187161,4169852,4181629,4209044,4219444,4187161,4169852,4181629,4209044,4218483,4187156,4170338,4181924,4208263,4234937,4211990,4157845,2349070,2479006,4237406,4214102,4158284,2348509,2478425
69.png,3360,53341,32684,39489,30339,62593,53341,32684,39489,30339,62593,53257,30630,37665,29289,61888,35742,36410,73302,58239,1092628,35439,38234,78511,59804,1092441,4223503,4202282,4191493,4198403,4216677,4223503,4202282,4191493,4198403,4216677,4221195,4199992,4190033,4196369,4214156,4230276,4207802,4181044,2369417,2499822,4232867,4210188,4181241,2368340,2498769
97.png,3360,32642,22178,24416,18018,36699,32642,22178,24416,18018,36699,28799,18191,21047,18513,36852,22500,23439,47055,32957,782983,21609,21521,40659,30839,779143,3042290,3031142,3025388,3029016,3038781,3042290,3031142,3025388,3029016,3038781,3039859,3028775,3023671,3026991,3036072,3047786,3036215,3020081,1708453,1802845,3044301,3032375,3019281,1709461,1803801
86.png,3360,38300,30926,38949,32031,38509,38300,30926,38949,32031,38509,39044,28271,31972,30164,47360,35269,38805,69916,73451,862573,35998,36965,64784,74558,864462,3311382,3297394,3285913,3294021,3307669,3311382,3297394,3285913,3294021,3307669,3300446,3278357,3270152,3275346,3292828,3315683,3301663,3271758,1847725,1950053,3313710,3299749,3271068,1847878,1950208
85.png,3360,37705,30609,36440,32252,38270,37705,30609,36440,32252,38270,36654,29803,30318,26352,35350,34960,33766,52634,54606,849887,32783,34079,47951,54456,850151,3309353,3296653,3287874,3293710,3305838,3309353,3296653,3287874,3293710,3305838,3308032,3294139,3286324,3291100,3304370,3314926,3302388,3281560,1853790,1956441,3313275,3300681,3281329,1854512,1957143
80.png,3360,34565,23801,27465,21215,41594,34565,23801,27465,21215,41594,34606,21075,24263,19750,40008,24564,25759,51785,37447,852401,23630,24495,47791,36218,850146,3308903,3296101,3289301,3293723,3304806,3308903,3296101,3289301,3293723,3304806,3305900,3292565,3286615,3290368,3301414,3314286,3300447,3282243,1857679,1960219,3311992,3298297,3282009,1858326,1960842
78.png,3360,30495,18893,22766,18636,36853,30495,18893,22766,18636,36853,33519,22903,26181,18918,36761,21010,22566,45941,32159,781615,22432,23278,48875,33021,785379,3039881,3028205,3023184,3026348,3035877,3039881,3028205,3023184,3026348,3035877,3043027,3031423,3025547,3029266,3039329,3046028,3033558,3019037,1708735,1803049,3047584,3035238,3019199,1708379,1802715
75.png,3360,30495,18893,22766,18636,36853,30495,18893,22766,18636,36853,33519,22903,26181,18918,36761,21010,22566,45941,32159,781615,22432,23278,48875,33021,785379,3039881,3028205,3023184,3026348,3035877,3039881,3028205,3023184,3026348,3035877,3043027,3031423,3025547,3029266,3039329,3046028,3033558,3019037,1708735,1803049,3047584,3035238,3019199,1708379,1802715
89.png,3360,32642,22178,24416,18018,36699,32642,22178,24416,18018,36699,28799,18191,21047,18513,36852,22500,23439,47055,32957,782983,21609,21521,40659,30839,779143,3042290,3031142,3025388,3029016,3038781,3042290,3031142,3025388,3029016,3038781,3039859,3028775,3023671,3026991,3036072,3047786,3036215,3020081,1708453,1802845,3044301,3032375,3019281,1709461,1803801
93.png,3360,33026,27564,30503,28699,32748,33026,27564,30503,28699,32748,32885,23723,25805,22428,30354,30678,32069,48852,44906,781669,30396,29490,42460,45756,780624,3042646,3031436,3024151,3028999,3039586,3042646,3031436,3024151,3028999,3039586,3041529,3030045,3024229,3027770,3038420,3048518,3037769,3019592,1705512,1799991,3044864,3033934,3018798,1706938,1801372
71.png,3360,53341,32684,39489,30339,62593,53341,32684,39489,30339,62593,53257,30630,37665,29289,61888,35742,36410,73302,58239,1092628,35439,38234,78511,59804,1092441,4223503,4202282,4191493,4198403,4216677,4223503,4202282,4191493,4198403,4216677,4221195,4199992,4190033,4196369,4214156,4230276,4207802,4181044,2369417,2499822,4232867,4210188,4181241,2368340,2498769
81.png,3360,35635,29571,36524,30541,37995,35635,29571,36524,30541,37995,36698,28084,30111,28955,47299,34497,40100,73577,74342,862109,35853,37449,66514,75127,866329,3310933,3297313,3285714,3294021,3307251,3310933,3297313,3285714,3294021,3307251,3300202,3278514,3270699,3275729,3292647,3315603,3301688,3271399,1847054,1949369,3313235,3299465,3271360,1848257,1950603
92.png,3360,32642,22178,24416,18018,36699,32642,22178,24416,18018,36699,28799,18191,21047,18513,36852,22500,23439,47055,32957,782983,21609,21521,40659,30839,779143,3042290,3031142,3025388,3029016,3038781,3042290,3031142,3025388,3029016,3038781,3039859,3028775,3023671,3026991,3036072,3047786,3036215,3020081,1708453,1802845,3044301,3032375,3019281,1709461,1803801
76.png,3360,31556,24549,24135,21524,33947,31556,24549,24135,21524,33947,35278,28406,32367,26285,37972,32489,31052,45282,45000,780062,36222,30295,49380,48211,780139,3041868,3029367,3023219,3026892,3038483,3041868,3029367,3023219,3026892,3038483,3043640,3031878,3024277,3029429,3040356,3047271,3035670,3018752,1705710,1800152,3048324,3036891,3018822,1705237,1799675
70.png,3360,53341,32684,39489,30339,62593,53341,32684,39489,30339,62593,53257,30630,37665,29289,61888,35742,36410,73302,58239,1092628,35439,38234,78511,59804,1092441,4223503,4202282,4191493,4198403,4216677,4223503,4202282,4191493,4198403,4216677,4221195,4199992,4190033,4196369,4214156,4230276,4207802,4181044,2369417,2499822,4232867,4210188,4181241,2368340,2498769
95.png,3360,32642,22178,24416,18018,36699,32642,22178,24416,18018,36699,28799,18191,21047,18513,36852,22500,23439,47055,32957,782983,21609,21521,40659,30839,779143,3042290,3031142,3025388,3029016,3038781,3042290,3031142,3025388,3029016,3038781,3039859,3028775,3023671,3026991,3036072,3047786,3036215,3020081,1708453,1802845,3044301,3032375,3019281,1709461,1803801
100.png,3360,21589,16937,17235,13666,25493,21589,16937,17235,13666,25493,19705,14047,14747,13322,25263,15775,15524,29225,20146,648304,16158,16012,31253,20759,649711,2539175,2532477,2528961,2531214,2537049,2539175,2532477,2528961,2531214,2537049,2536887,2530175,2527329,2529154,2534539,2540629,2533646,2525371,1428098,1507130,2541750,2534846,2525479,1427733,1506777
101.png,3360,23934,18022,22037,18515,23959,23934,18022,22037,18515,23959,21636,16375,15980,16390,22771,22196,20221,29366,26676,649366,21929,19811,30529,26750,647988,2539210,2532532,2528305,2531167,2537261,2539210,2532532,2528305,2531167,2537261,2537766,2530681,2527468,2529408,2535695,2541122,2534311,2525064,1426864,1505922,2541947,2535321,2525129,1426378,1505450
90.png,3360,32642,22178,24416,18018,36699,32642,22178,24416,18018,36699,28799,18191,21047,18513,36852,22500,23439,47055,32957,782983,21609,21521,40659,30839,779143,3042290,3031142,3025388,3029016,3038781,3042290,3031142,3025388,3029016,3038781,3039859,3028775,3023671,3026991,3036072,3047786,3036215,3020081,1708453,1802845,3044301,3032375,3019281,1709461,1803801
94.png,3360,32642,22178,24416,18018,36699,32642,22178,24416,18018,36699,28799,18191,21047,18513,36852,22500,23439,47055,32957,782983,21609,21521,40659,30839,779143,3042290,3031142,3025388,3029016,3038781,3042290,3031142,3025388,3029016,3038781,3039859,3028775,3023671,3026991,3036072,3047786,3036215,3020081,1708453,1802845,3044301,3032375,3019281,1709461,1803801
88.png,3360,34565,23801,27465,21215,41594,34565,23801,27465,21215,41594,34606,21075,24263,19750,40008,24564,25759,51785,37447,852401,23630,24495,47791,36218,850146,3308903,3296101,3289301,3293723,3304806,3308903,3296101,3289301,3293723,3304806,3305900,3292565,3286615,3290368,3301414,3314286,3300447,3282243,1857679,1960219,3311992,3298297,3282009,1858326,1960842
79.png,3360,30495,18893,22766,18636,36853,30495,18893,22766,18636,36853,33519,22903,26181,18918,36761,21010,22566,45941,32159,781615,22432,23278,48875,33021,785379,3039881,3028205,3023184,3026348,3035877,3039881,3028205,3023184,3026348,3035877,3043027,3031423,3025547,3029266,3039329,3046028,3033558,3019037,1708735,1803049,3047584,3035238,3019199,1708379,1802715
82.png,3360,37796,38119,47237,39939,38340,37796,38119,47237,39939,38340,37918,35396,35699,39263,37748,38613,48887,68483,99517,866245,35533,46487,61489,94063,858671,3311046,3297655,3283757,3292957,3308080,3311046,3297655,3283757,3292957,3308080,3304466,3286734,3275665,3282285,3299476,3315091,3303193,3272671,1845767,1948307,3313155,3300803,3272419,1846951,1949463
98.png,3360,21563,19599,19472,17054,21566,21563,19599,19472,17054,21566,21637,16572,17954,17265,23370,19564,18153,29997,26686,649572,20507,19178,33724,26325,649981,2539847,2532991,2529056,2531504,2538000,2539847,2532991,2529056,2531504,2538000,2536939,2530236,2526768,2529023,2534790,2540978,2534341,2524993,1426578,1505670,2542003,2535538,2525332,1426139,1505225
77.png,3360,30495,18893,22766,18636,36853,30495,18893,22766,18636,36853,33519,22903,26181,18918,36761,21010,22566,45941,32159,781615,22432,23278,48875,33021,785379,3039881,3028205,3023184,3026348,3035877,3039881,3028205,3023184,3026348,3035877,3043027,3031423,3025547,3029266,3039329,3046028,3033558,3019037,1708735,1803049,3047584,3035238,3019199,1708379,1802715
99.png,3360,23303,19362,20322,16768,21823,23303,19362,20322,16768,21823,20850,16982,18167,18244,23586,18772,19399,31605,27357,649541,19598,19117,32078,26963,651242,2540027,2533016,2529036,2531502,2538113,2540027,2533016,2529036,2531502,2538113,2536994,2530250,2526733,2529048,2534830,2541162,2534425,2525067,1426653,1505719,2542056,2535443,2525178,1426175,1505272
74.png,3360,30495,18893,22766,18636,36853,30495,18893,22766,18636,36853,33519,22903,26181,18918,36761,21010,22566,45941,32159,781615,22432,23278,48875,33021,785379,3039881,3028205,3023184,3026348,3035877,3039881,3028205,3023184,3026348,3035877,3043027,3031423,3025547,3029266,3039329,3046028,3033558,3019037,1708735,1803049,3047584,3035238,3019199,1708379,1802715
68.png,3360,53341,32684,39489,30339,62593,53341,32684,39489,30339,62593,53257,30630,37665,29289,61888,35742,36410,73302,58239,1092628,35439,38234,78511,59804,1092441,4223503,4202282,4191493,4198403,4216677,4223503,4202282,4191493,4198403,4216677,4221195,4199992,4190033,4196369,4214156,4230276,4207802,4181044,2369417,2499822,4232867,4210188,4181241,2368340,2498769
3361_original_1199a.png_f8f278a4-2649-4991-839a-f41c9165a06e.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_20190729-678f-4e61-9c53-a6cff87ca166.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_31f83012-4e8f-4d33-9153-6a8f2cd45cc0.png,3361,91480,86510,97301,88626,87860,91480,86510,97301,88626,87860,91882,95464,102811,95537,96139,88849,105981,157587,233097,1528983,90833,105085,150188,225063,1520082,5718280,5683088,5652789,5671936,5709760,5718280,5683088,5652789,5671936,5709760,5719818,5681954,5651487,5670869,5710393,5732661,5702807,5634333,3174663,3351267,5730871,5701083,5633530,3174655,3351186
3361_original_1199a.png_5f16d055-fa70-4f24-b2e2-fec2fc165d2c.png,3361,71739,53452,62302,57729,80400,71739,53452,62302,57729,80400,78961,70383,72512,54545,76819,65458,68221,129487,120917,1492159,66964,69062,130642,129800,1493267,5708605,5677898,5660004,5671339,5699140,5708605,5677898,5660004,5671339,5699140,5721319,5689309,5669152,5681551,5712917,5729548,5700403,5650605,3190519,3367313,5729324,5700658,5650774,3190384,3367187
3361_original_1199a.png_e223fefa-42e2-4c08-9c94-b89d9ce087f1.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_abd023e9-17ca-4751-b2ec-03b5c13e2881.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_60c972bd-5732-46aa-b885-73100b79f7c0.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_1af8075b-1e1b-4cc3-af34-620baf0c297e.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_b8240070-531c-4938-8ec5-69dbf943f84e.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_9a032674-7efe-49f6-97b0-ea34f2920076.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_454931f5-2774-4da0-b286-e51bf84bc42f.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_9f848a69-d21e-4372-87d4-7b4b3da72702.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_75741a8d-979d-49d9-ab04-a27c0c68d8f4.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_5b6bbfbf-4ac4-45d1-8af9-3eb160d7a49b.png,3361,81599,66017,70658,54384,75649,81599,66017,70658,54384,75649,79712,70584,75938,69201,81178,72989,75363,128160,132412,1493556,76615,77671,133227,134790,1499654,5719563,5686881,5667420,5679188,5710843,5719563,5686881,5667420,5679188,5710843,5720128,5689062,5667578,5681235,5711528,5733665,5704703,5653578,3191454,3368348,5733873,5705285,5653819,3191256,3368204
3361_original_1199a.png_7d43d43a-358a-4d2d-b3da-45b2005b4530.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_14c772c6-e268-4010-96d6-1527bf8e0ec3.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_d9ded869-44f7-4c95-adbe-a36371b25d7a.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_cdf8011b-66fd-484b-8fe5-d9e4a71e2b38.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_f12b1e2b-8446-444a-8d0c-61f05df3a769.png,3361,84453,67660,72311,68467,93462,84453,67660,72311,68467,93462,85442,73345,85443,77342,86566,80757,88727,149450,182061,1515733,83267,89306,150038,183976,1517838,5710719,5667862,5646169,5659695,5697290,5710719,5667862,5646169,5659695,5697290,5729678,5695703,5667275,5686228,5721178,5738521,5707719,5641270,3181721,3358363,5737547,5706906,5641188,3182130,3358754
3361_original_1199a.png_fbd53f7f-eac9-46e7-8f00-f12ca2d44121.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_dd16a9bf-e634-4fe8-a9e4-f46a6fb10e3e.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_a8d122e7-c425-4259-b704-17ad2a85d1bb.png,3361,72021,62055,63882,61397,75344,72021,62055,63882,61397,75344,82154,71885,77100,58750,74940,64964,68439,130400,122455,1486450,69161,69441,136097,131798,1492162,5702465,5671057,5652740,5664173,5692958,5702465,5671057,5652740,5664173,5692958,5717340,5684103,5661954,5675506,5708854,5724322,5694693,5643218,3185513,3362134,5724597,5695477,5643509,3185244,3361840
3361_original_1199a.png_f24415d2-1996-40c7-864f-f2159ac1e6da.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_7fe98e44-8f36-4821-bfd2-a555183b9575.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
3361_original_1199a.png_ea32d184-36e0-444e-9dc4-970f0985c6d7.png,3361,66285,44842,46510,34713,90028,66285,44842,46510,34713,90028,71087,54859,54754,36728,92510,45859,50615,127679,91753,1491582,46199,50441,126278,91363,1491876,5710081,5679292,5665948,5674547,5699352,5710081,5679292,5665948,5674547,5699352,5717821,5686341,5670520,5680674,5707610,5729969,5697965,5655033,3200209,3376808,5729351,5697745,5655174,3200297,3376896
